path,dataset,speaker,emotion
data\TESS\dataverse_files\OAF_limb_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_limb_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_limb_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_limb_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_limb_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_limb_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_live_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_live_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_live_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_live_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_live_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_live_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_live_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_loaf_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_loaf_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_loaf_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_loaf_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_loaf_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_loaf_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_loaf_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_long_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_long_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_long_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_long_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_long_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_long_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_long_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_lore_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_lore_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_lore_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_lore_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_lore_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_lore_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_lore_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_lose_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_lose_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_lose_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_lose_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_lose_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_lose_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_lose_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_lot_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_lot_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_lot_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_lot_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_lot_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_lot_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_lot_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_love_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_love_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_love_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_love_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_love_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_love_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_love_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_luck_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_luck_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_luck_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_luck_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_luck_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_luck_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_luck_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_make_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_make_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_make_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_make_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_make_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_make_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_make_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_match_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_match_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_match_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_match_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_match_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_match_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_match_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_merge_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_merge_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_merge_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_merge_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_merge_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_merge_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_merge_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mess_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mess_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mess_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mess_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mess_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mess_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mess_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_met_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_met_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_met_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_met_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_met_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_met_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_met_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mill_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mill_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mill_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mill_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mill_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mill_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mill_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mob_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mob_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mob_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mob_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mob_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mob_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mob_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mode_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mode_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mode_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mode_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mode_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mode_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mode_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mood_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mood_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mood_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mood_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mood_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mood_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mood_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_moon_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_moon_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_moon_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_moon_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_moon_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_moon_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_moon_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mop_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mop_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mop_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mop_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mop_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mop_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mop_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_mouse_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_mouse_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_mouse_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_mouse_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_mouse_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_mouse_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_mouse_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_nag_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_nag_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_nag_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_nag_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_nag_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_nag_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_nag_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_name_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_name_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_name_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_name_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_name_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_name_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_name_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_near_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_near_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_near_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_near_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_near_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_near_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_near_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_neat_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_neat_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_neat_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_neat_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_neat_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_neat_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_neat_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_nice_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_nice_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_nice_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_nice_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_nice_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_nice_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_nice_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_note_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_note_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_note_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_note_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_note_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_note_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_note_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_numb_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_numb_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_numb_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_numb_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_numb_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_numb_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_numb_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pad_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pad_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pad_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pad_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pad_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pad_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pad_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_page_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_page_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_page_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_page_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_page_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_page_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_page_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pain_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pain_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pain_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pain_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pain_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pain_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pain_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pass_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pass_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pass_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pass_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pass_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pass_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pass_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pearl_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pearl_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pearl_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pearl_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pearl_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pearl_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pearl_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_peg_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_peg_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_peg_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_peg_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_peg_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_peg_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_peg_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_perch_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_perch_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_perch_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_perch_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_perch_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_perch_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_perch_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_phone_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_phone_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_phone_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_phone_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_phone_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_phone_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_phone_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pick_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pick_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pick_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pick_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pick_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pick_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pick_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pike_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pike_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pike_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pike_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pike_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pike_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pike_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pole_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pole_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pole_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pole_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pole_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pole_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pole_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_pool_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_pool_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_pool_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_pool_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_pool_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_pool_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_pool_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_puff_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_puff_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_puff_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_puff_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_puff_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_puff_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_puff_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_rag_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_rag_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_rag_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_rag_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_rag_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_rag_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_rag_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_raid_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_raid_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_raid_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_raid_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_raid_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_raid_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_raid_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_rain_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_rain_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_rain_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_rain_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_rain_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_rain_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_rain_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_raise_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_raise_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_raise_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_raise_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_raise_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_raise_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_raise_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_rat_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_rat_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_rat_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_rat_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_rat_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_rat_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_rat_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_reach_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_reach_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_reach_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_reach_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_reach_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_reach_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_reach_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_read_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_read_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_read_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_read_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_read_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_read_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_read_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_red_angry.wav,TESS,dataverse_files,angry
data\TESS\dataverse_files\OAF_red_disgust.wav,TESS,dataverse_files,disgust
data\TESS\dataverse_files\OAF_red_fear.wav,TESS,dataverse_files,fearful
data\TESS\dataverse_files\OAF_red_happy.wav,TESS,dataverse_files,happy
data\TESS\dataverse_files\OAF_red_neutral.wav,TESS,dataverse_files,neutral
data\TESS\dataverse_files\OAF_red_ps.wav,TESS,dataverse_files,surprised
data\TESS\dataverse_files\OAF_red_sad.wav,TESS,dataverse_files,sad
data\TESS\dataverse_files\OAF_ring_angry.wav,TESS,dataverse_files,angry
